LineId,ThreadID,User,Content,EventId,EventTemplate,ParameterList
354,2,main,undo ip vpn-instance/nError: Deleting the vpn-instance is not allowed./n/n,4c6c9125,undo ip vpninstance Deleting the vpninstance is not allowed.,[]
355,2,main,[2019-03-11 15:00:13.179] {DTA}[8.36.200.27 226]: undo ntp-service server/n,8ec20a70,[ .] ] undo <*> <*>,[]
356,2,main,undo ntp-service server/n   ^/nError: Wrong parameter found at '^' position/n/n,ed06d0d7,undo <*> <*> ^ <*> <*> found at '^' position,[]
357,2,main,[2019-03-11 15:00:13.199] {DTA}[8.36.200.27 226]: undo service-template default 5/n,8ec20a70,[ .] ] undo <*> <*>,[]
358,2,main,undo service-template default 5/nError: System defined service-template default 5 can not be deleted by user./n/n,6b1376e2,undo servicetemplate default System defined servicetemplate default can not be deleted by user.,[]
359,2,main,[2019-03-11 15:00:13.199] {DTA}[8.36.200.27 226]: undo service-template default 6/n,8ec20a70,[ .] ] undo <*> <*>,[]
360,2,main,undo service-template default 6/nError: System defined service-template default 6 can not be deleted by user./n/n,6b1376e2,undo servicetemplate default System defined servicetemplate default can not be deleted by user.,[]
361,2,main,[2019-03-11 15:00:13.199] {DTA}[8.36.200.27 226]: undo service-template default 7/n,8ec20a70,[ .] ] undo <*> <*>,[]
362,2,main,undo service-template default 7/nError: System defined service-template default 7 can not be deleted by user./n/n,6b1376e2,undo servicetemplate default System defined servicetemplate default can not be deleted by user.,[]
363,2,main,[2019-03-11 15:00:13.179] {DTA}[8.36.200.27 261]: undo set neid 789874/n,8ec20a70,[ .] ] undo <*> <*>,[]
364,2,main,undo set neid 789874/n   ^/nError: Unrecognized command found at '^' position/n/n,ed06d0d7,undo <*> <*> ^ <*> <*> found at '^' position,[]
365,2,main,[2019-03-11 15:00:13.169] {DTA}[8.36.200.27 269]: display current-configuration/n,0015a174,[ .] ] <*> <*>,[]
366,2,main,display current-configuration/n! Last configuration was updated at 2019-05-11 15:00:13/n! Last configuration was saved at 2019-05-11 15:00:13/n#/nsysname T789/n#/nset neid 7878/n#/nservice-template template-default 05/n#/nservice-template template-default 06/n#/nservice-template template-default 07/n#/nservice-template template-default 08/n#/nservice-template template-default 09/n#license/nactive port-basic slot 39 card 11-48/nactive port-evpn slot 39 card 11-48/nactive port-vxlan slot 39 card 11-48/nactive port-srv slot 39 card 11-48/n#/ninterface GigabitEthernet6/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet6/0/46/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet6/0/47/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet6/0/48/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet6/0/49/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet6/0/55/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet7/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet8/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE6/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE9/0/33/nundo shutdown/nundo dcn/n#/ninterface 29GE2/0/46/nundo shutdown/nundo dcn/n#/ninterface 29GE2/0/35/nundo shutdown/nundo dcn/n#/ninterface 29GE2/0/12/nundo shutdown/nundo dcn/n#/ninterface 29GE7/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE8/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE8/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE9/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE15/0/45/nundo shutdown/nundo dcn/n#/ninterface Post15/0/45/nlink-protocol ggg/nundo shutdown/nundo dcn/n#/ninterface Post16/0/45/nlink-protocol ggg/nundo shutdown/nundo dcn/n#/ninterface Post17/0/45/nlink-protocol ggg/nundo shutdown/nundo dcn/n#/ninterface Post18/0/45/nlink-protocol ggg/nundo shutdown/nundo dcn/n#/ninterface Post19/0/45/nlink-protocol ggg/nundo shutdown/nundo dcn/n#/ninterface Post25/0/45/nlink-protocol ggg/nundo shutdown/nundo dcn/n/n,3a177f29,display currentconfiguration Last configuration was updated at Last configuration was saved at <*> neid templatedefault templatedefault templatedefault templatedefault templatedefault portbasic slot card portevpn slot card portvxlan slot card portsrv slot card <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn GigabitEthernet6 shutdown dcn GigabitEthernet7 shutdown dcn GigabitEthernet8 shutdown dcn GigabitEthernet9 shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn 29GE8 shutdown dcn 29GE9 shutdown dcn 29GE15 shutdown dcn Post15 <*> shutdown dcn Post16 <*> shutdown dcn Post17 <*> shutdown dcn Post18 <*> shutdown dcn Post19 <*> shutdown dcn Post25 <*> shutdown dcn,[]
367,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 27]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
368,2,main,delete rui user all/n   ^/nError: Unrecognized command found at '^' position/n/n,c998a6b9,<*> <*> <*> <*> <*> <*> command found at '^' position,[]
369,2,main,[2019-03-11 15:00:13.190] {DTA}[8.36.200.27 27]: quit/n,e4ed21c7,[ .] ] <*>,[]
370,2,main,quit/n/n,dbd73c2b,quit,[]
371,2,main,[2019-03-11 15:00:13.192] {DTA}[8.36.200.27 27]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
372,2,main,delete rui user all/n   ^/nError: Unrecognized command found at '^' position/n/n,c998a6b9,<*> <*> <*> <*> <*> <*> command found at '^' position,[]
373,2,main,[2019-03-11 15:00:13.193] {DTA}[8.36.200.27 27]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
374,2,main,delete rui user all/n   ^/nError: Unrecognized command found at '^' position/n/n,c998a6b9,<*> <*> <*> <*> <*> <*> command found at '^' position,[]
375,2,main,[2019-03-11 15:00:13.160] {DTA}[8.36.200.27 27]: interface Pos 81/4/0/n,0015a174,[ .] ] <*> <*>,[]
376,2,main,interface Pos 81/4/0/n/n,7c8fe369,interface Pos,[]
377,2,main,[2019-03-11 15:00:13.162] {DTA}[8.36.200.27 27]: interface Pos 91/4/0/n,0015a174,[ .] ] <*> <*>,[]
378,2,main,interface Pos 91/4/0/n/n,7c8fe369,interface Pos,[]
379,2,main,[2019-03-11 15:00:13.164] {DTA}[8.36.200.27 27]: interface Pos 61/4/0/n,0015a174,[ .] ] <*> <*>,[]
380,2,main,interface Pos 61/4/0/n		/n,7c8fe369,interface Pos,[]
381,2,main,[2019-03-11 15:00:13.164] {DTA}[8.36.200.27 27]: display clock/n,0015a174,[ .] ] <*> <*>,[]
382,2,main,display clock/n                         total        used        free             shared    buff/cache   available/nMem:        8010172      627052     6692808        8624      690232     7066364/nSwap:       8388604           2     8388604,758c2116,display clock total used free shared buff available,[]
