s1, 1, Notification time out: <*>
s7, 1984, Closed socket connection for client <*> which had sessionid <*>
s11, 1985, Established session <*> negotiated timeout <*> for client <*>
s14, 1986, Connection request from old client <*> will be dropped if server is in <*> mode
s14, 1987, Connection request from old client <*> will be dropped if server is in <*> mode
s2, 1988, Received connection request <*>
s46, 1989, minSessionTimeout set to <*>
s15, 1990, Server <*>
s45, 1991, Getting a snapshot from leader
s7, 1992, Closed socket connection for client <*> which had sessionid <*>
s12, 1993, Accepted socket connection from <*>
s11, 1994, Established session <*> negotiated timeout <*> for client <*>
s26, 1995, Notification: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> (my state)
s10, 1996, Client attempting to establish new session at <*>
s7, 1997, Closed socket connection for client <*> which had sessionid <*>
s18, 1998, Expiring session <*> of <*> exceeded
s18, 1999, Expiring session <*> of <*> exceeded
s17, 2000, Processed session termination for sessionid: <*>
